RouteID,EvacPoint,Shelter,Distance_km,Time_min
R13149,Desa Caruy,Balai Desa Cigantung,27.348,72.0
R13150,Desa Caruy,Balai Desa Palugon,32.112,80.8
R13151,Desa Caruy,Balai Desa Pahonjean,18.5,36.6
R13152,Desa Caruy,Balai Desa Mulyadadi,16.234,39.6
R13153,Desa Caruy,Balai Desa Mulyasari,14.09,36.6
R13154,Desa Caruy,Balai Desa Padangsari,8.776,26.1
R13155,Desa Caruy,Balai Desa Cilopadang,10.284,24.8
R13156,Desa Caruy,Balai Desa Padangjaya,11.45,28.9
R13157,Desa Caruy,Balai Desa Sindangsari,13.124,29.6
R13158,Desa Caruy,Balai Desa Jenang,14.061,31.1
R13159,Desa Caruy,Balai Desa Salebu,18.086,38.6
R13160,Desa Caruy,Balai Desa Cibeunying,15.754,34.8
R13161,Desa Caruy,Balai Desa Sepatnunggal,20.498,51.4
R13162,Desa Caruy,Balai Desa Bener,18.03,44.2
R13163,Desa Caruy,Balai Desa Boja,18.406,38.7
R13164,Desa Caruy,Balai Desa Ujungbarang,22.313,47.4
R13165,Desa Caruy,Balai Desa Pengadegan,24.259,56.2
R13166,Desa Caruy,Balai Desa Sadabumi,26.811,64.1
R13167,Desa Caruy,Balai Desa Sadahayu,25.518,66.5
R13168,Desa Caruy,Balai Desa Karangreja,3.14,9.2
R13169,Desa Caruy,Balai Desa Cimanggu,6.05,18.4
R13170,Desa Caruy,Balai Desa Bantarpanjang,7.972,19.8
R13171,Desa Caruy,Balai Desa Panimbang,9.338,21.4
R13172,Desa Caruy,Balai Desa Mandala,13.705,34.9
R13173,Desa Caruy,Balai Desa Bantarmangu,12.317,31.6
R13174,Desa Caruy,Balai Desa Cilempuyang,6.634,18.3
R13175,Desa Caruy,Balai Desa Rejodadi,8.056,23.0
R13176,Desa Caruy,Balai Desa Negarajati,14.592,40.4
R13177,Desa Caruy,Balai Desa Cisalak,17.756,47.5
R13178,Desa Caruy,Balai Desa Cibalung,15.304,40.5
R13179,Desa Caruy,Balai Desa Kutabima,21.802,66.9
R13180,Desa Caruy,Balai Desa Pesahangan,20.771,48.9
R13181,Desa Caruy,Balai Desa Cijati,18.725,43.1
R13182,Desa Caruy,Balai Desa Tambaksari,38.267,83.0
R13183,Desa Caruy,Balai Desa Bulupayung,30.11,73.5
R13184,Desa Caruy,Balai Desa Bunton,67.627,105.5
R13185,Desa Caruy,Balai Desa Karangbenda,69.602,106.1
R13186,Desa Caruy,Balai Desa Adiraja,68.143,103.7
R13187,Desa Caruy,Balai Desa Tritih Lor,57.514,84.9
R13188,Desa Caruy,Balai Desa Brebeg,58.509,91.0
R13189,Desa Cisuru,BPBD Kabupaten Cilacap,73.348,112.6
R13190,Desa Cisuru,SMP N 1 Cilacap,74.814,115.6
R13191,Desa Cisuru,Politeknik Negeri Cilacap,70.416,110.0
R13192,Desa Cisuru,RSUD Cilacap,70.496,108.2
R13193,Desa Cisuru,Akbid Graha Mandiri,71.556,111.7
R13194,Desa Cisuru,Asrama Putri Stikes Al-Irsyad,69.871,108.5
R13195,Desa Cisuru,SD Al-Irsyad 01,72.338,109.8
R13196,Desa Cisuru,Rusunawa,72.415,111.3
R13197,Desa Cisuru,AMN Cilacap,69.032,107.7
R13198,Desa Cisuru,RSI Fatimah,67.684,106.0
R13199,Desa Cisuru,Badan Diklat Arsip dan Perpusd,71.863,111.2
R13200,Desa Cisuru,DPRD Kabupaten Cilacap,72.38,109.9
R13201,Desa Cisuru,SMP Pius Cilacap,73.064,114.6
R13202,Desa Cisuru,SMP Negeri 3 Cilacap,72.756,110.5
R13203,Desa Cisuru,SMP Purnama 1 Cilacap,71.172,110.9
R13204,Desa Cisuru,SMP Negeri 2 Cilacap,71.827,108.7
R13205,Desa Cisuru,Masjid Al-Jihad,66.709,102.1
R13206,Desa Cisuru,SMA Negeri 1 Cilacap,70.769,107.2
R13207,Desa Cisuru,RSU Santa Maria Cilacap,73.075,114.6
R13208,Desa Cisuru,Kantor Kelurahan Mertasinga,65.488,102.6
R13209,Desa Cisuru,Gedung Golkar,71.552,111.3
R13210,Desa Cisuru,SMA Sri Mukti Cilacap,69.85,108.8
R13211,Desa Cisuru,SMP Muhammadiyah 1,71.64,108.7
R13212,Desa Cisuru,SMP Muhammadiyah 2,65.262,99.6
R13213,Desa Cisuru,SMP PGRI 1 Cilacap,66.822,103.4
R13214,Desa Cisuru,SMP Purnama 2 Cilacap,71.865,108.8
R13215,Desa Cisuru,SMP Negeri 8 Cilacap,72.058,111.9
R13216,Desa Cisuru,SMK YPE Cilacap,71.535,111.6
R13217,Desa Cisuru,SMP Negeri 4 Cilacap,69.94,108.4
R13218,Desa Cisuru,SMP Negeri 6 Cilacap,69.669,107.8
R13219,Desa Cisuru,SD Negeri Tegalreja 01,70.866,107.0
R13220,Desa Cisuru,SMA Al-Irsyad Cilacap,72.418,110.0
R13221,Desa Cisuru,SD Negeri Tegalreja 02,69.752,106.6
R13222,Desa Cisuru,Masjid Agung Darussalam,72.626,110.5
R13223,Desa Cisuru,Hotel 3 Intan,73.584,112.6
R13224,Desa Cisuru,Hotel Mutiara,69.483,106.9
R13225,Desa Cisuru,PMI Cilacap,67.036,102.5
R13226,Desa Cisuru,SMA Yos Sudarso,72.809,114.2
R13227,Desa Cisuru,Rumah Sakit Aprilia,70.352,108.7
R13228,Desa Cisuru,Balai Desa Panulisan Barat,23.583,37.4
R13229,Desa Cisuru,Balai Desa Panulisan,22.373,33.8
R13230,Desa Cisuru,Balai Desa Panulisan Timur,21.74,30.9
R13231,Desa Cisuru,Balai Desa Karangrena,73.857,117.6
R13232,Desa Cisuru,Balai Desa Maos Kidul,73.824,113.5
R13233,Desa Cisuru,Balai Desa Maos Lor,85.862,114.6
R13234,Desa Cisuru,Balai Desa Kalijaran,76.665,119.5
R13235,Desa Cisuru,Balai Desa Mernek,77.723,121.8
R13236,Desa Cisuru,Balai Desa Penisihan,84.413,112.6
R13237,Desa Cisuru,Balai Desa Glempang,83.076,110.9
R13238,Desa Cisuru,Balai Desa Paketingan,82.794,113.8
R13239,Desa Cisuru,Balai Desa Ketanggung,84.825,114.5
R13240,Desa Cisuru,Balai Desa Nusajati,84.242,113.6
R13241,Desa Cisuru,Balai Desa Paberasan,85.549,117.9
R13242,Desa Cisuru,Balai Desa Karangjati,84.337,115.6
R13243,Desa Cisuru,Balai Desa Sidasari,81.984,110.8
R13244,Desa Cisuru,Balai Desa Karangasem,81.987,111.8
R13245,Desa Cisuru,Balai Desa Sampang,80.777,108.6
R13246,Desa Cisuru,Balai Desa Karangtengah,80.598,108.6
R13247,Desa Cisuru,Balai Desa Brani,78.985,106.4
R13248,Desa Cisuru,Balai Desa Sikampuh,87.579,119.0
R13249,Desa Cisuru,Balai Desa Karangturi,84.306,132.7
R13250,Desa Cisuru,Balai Desa Ayamalas,86.636,132.6
R13251,Desa Cisuru,Balai Desa Karangmangu,92.389,132.2
R13252,Desa Cisuru,Balai Desa Pucung Kidul,94.773,131.2
R13253,Desa Cisuru,Balai Desa Mergawati,97.031,135.5
R13254,Desa Cisuru,Balai Desa Pucung Lor,76.867,103.6
R13255,Desa Cisuru,Balai Desa Bajing,91.311,127.0
R13256,Desa Cisuru,Balai Desa Kroya,84.787,129.2
R13257,Desa Cisuru,Balai Desa Pekuncen,81.76,124.5
R13258,Desa Cisuru,Balai Desa Bajing Kulon,92.488,128.9
R13259,Desa Cisuru,Balai Desa Mujur,89.286,122.5
R13260,Desa Cisuru,Balai Desa Gentasari,86.772,119.1
R13261,Desa Cisuru,Balai Desa Mujur Lor,87.992,120.9
R13262,Desa Cisuru,Balai Desa Widarapayung Kulon,87.854,128.9
R13263,Desa Cisuru,Balai Desa Sidayu,88.411,130.1
R13264,Desa Cisuru,Balai Desa Widarapayung Wetan,89.681,131.6
R13265,Desa Cisuru,Balai Desa Sidaurip,32.861,55.5
R13266,Desa Cisuru,Balai Desa Pagubugan Kulon,93.951,136.4
R13267,Desa Cisuru,Balai Desa Pagubugan,95.478,139.3
R13268,Desa Cisuru,Balai Desa Karangnangka,102.816,144.7
R13269,Desa Cisuru,Balai Desa Kemojing,100.82,139.1
R13270,Desa Cisuru,Balai Desa Pesawahan,95.303,138.8
R13271,Desa Cisuru,Balai Desa Pasuruhan,94.553,141.6
R13272,Desa Cisuru,Balai Desa Alangamba,92.716,137.0
R13273,Desa Cisuru,Balai Desa Binangun,38.78,74.0
R13274,Desa Cisuru,Balai Desa Bangkal,94.522,137.8
R13275,Desa Cisuru,Balai Desa Jepara Wetan,89.707,137.8
R13276,Desa Cisuru,Balai Desa Jepara Kulon,88.248,134.2
R13277,Desa Cisuru,Balai Desa Kepudang,85.898,130.5
R13278,Desa Cisuru,Balai Desa Jati,86.809,133.9
R13279,Desa Cisuru,Balai Desa Karangtawang,96.781,141.3
R13280,Desa Cisuru,Balai Desa Karangpakis,98.289,141.5
R13281,Desa Cisuru,Balai Desa Banjarsari,100.213,143.6
R13282,Desa Cisuru,Balai Desa Jetis,102.645,146.6
R13283,Desa Cisuru,Balai Desa Banjareja,104.374,149.8
R13284,Desa Cisuru,Balai Desa Kedungbenda,106.947,146.4
R13285,Desa Cisuru,Balai Desa Klumprit,105.032,143.4
R13286,Desa Cisuru,Balai Desa Karangsembung,102.181,151.7
R13287,Desa Cisuru,Balai Desa Purwadadi,100.451,145.7
R13288,Desa Cisuru,Balai Desa Nusawangkal,105.431,144.1
R13289,Desa Cisuru,Balai Desa Karangputat,100.442,139.0
R13290,Desa Cisuru,Balai Desa Banjarwaru,96.469,133.0
R13291,Desa Cisuru,Balai Desa Danasri,99.208,137.0
R13292,Desa Cisuru,Balai Desa Danasri Kidul,100.531,139.0
R13293,Desa Cisuru,Balai Desa Nusawungu,102.807,140.2
R13294,Desa Cisuru,Balai Desa Danasri Lor,98.741,136.0
R13295,Desa Cisuru,Balai Desa Sikanco,97.724,134.5
R13296,Desa Cisuru,Balai Desa Tambakreja,25.465,39.0
R13297,Desa Cisuru,Kelurahan Tegalreja,70.504,111.1
R13298,Desa Cisuru,Kelurahan Sidakaya,71.632,111.5
R13299,Desa Cisuru,Kelurahan Cilacap,73.273,114.8
R13300,Desa Cisuru,Kelurahan Tegalkamulyan,71.752,110.4
R13301,Desa Cisuru,Kelurahan Kutawaru,57.442,104.2
R13302,Desa Cisuru,Kelurahan Lomanis,69.257,105.4
R13303,Desa Cisuru,Kelurahan Donan,71.203,109.0
R13304,Desa Cisuru,Kelurahan Sidanegara,69.992,108.1
R13305,Desa Cisuru,Kelurahan Gunungsimping,69.186,107.5
R13306,Desa Cisuru,Kelurahan Kebonmanis,67.809,104.5
R13307,Desa Cisuru,Kelurahan Gumilir,65.87,101.0
R13308,Desa Cisuru,Kelurahan Mertasinga,64.657,101.1
R13309,Desa Cisuru,Kelurahan Tritih Kulon,64.054,97.9
R13310,Desa Cisuru,Kelurahan Karangtalun,66.059,100.5
R13311,Desa Cisuru,Balai Desa Kawunganten,40.021,60.0
R13312,Desa Cisuru,Balai Desa Kawunganten Lor,40.203,63.3
R13313,Desa Cisuru,Balai Desa Sarwadadi,43.212,70.3
R13314,Desa Cisuru,Balai Desa Kalijeruk,42.849,67.2
R13315,Desa Cisuru,Balai Desa Mentasan,45.439,72.3
R13316,Desa Cisuru,Balai Desa Sidaurip,51.328,84.6
R13317,Desa Cisuru,Balai Desa Babakan,51.396,87.5
R13318,Desa Cisuru,Balai Desa Ujunggagak,47.59,72.3
R13319,Desa Cisuru,Balai Desa Klaces,47.59,72.3
R13320,Desa Cisuru,Balai Desa Panikel,45.272,91.5
R13321,Desa Cisuru,Balai Desa Tritih Wetan,62.598,96.8
R13322,Desa Cisuru,Balai Desa Sumingkir,61.508,95.0
R13323,Desa Cisuru,Balai Desa Jeruklegi Wetan,56.181,85.8
R13324,Desa Cisuru,Balai Desa Jeruklegi Kulon,54.168,81.5
R13325,Desa Cisuru,Balai Desa Sawangan,54.534,84.1
R13326,Desa Cisuru,Balai Desa Cilibang,60.287,90.4
R13327,Desa Cisuru,Balai Desa Mandala,64.547,103.0
R13328,Desa Cisuru,Balai Desa Karangkemiri,73.07,113.9
R13329,Desa Cisuru,Balai Desa Jambusari,69.166,90.5
R13330,Desa Cisuru,Balai Desa Prapagan,52.099,95.3
R13331,Desa Cisuru,Balai Desa Citepus,53.757,102.2
R13332,Desa Cisuru,Balai Desa Menganti,66.904,104.1
R13333,Desa Cisuru,Balai Desa Karangkandri,68.504,105.9
R13334,Desa Cisuru,Balai Desa Slarang,71.4,110.3
R13335,Desa Cisuru,Balai Desa Kesugihan Kidul,69.329,107.5
R13336,Desa Cisuru,Balai Desa Kesugihan,70.028,106.6
R13337,Desa Cisuru,Balai Desa Kalisabuk,69.161,106.7
R13338,Desa Cisuru,Balai Desa Kuripan Kidul,67.0,102.8
R13339,Desa Cisuru,Balai Desa Kuripan,66.61,101.9
R13340,Desa Cisuru,Balai Desa Jangrana,67.594,106.0
R13341,Desa Cisuru,Balai Desa Planjan,64.553,98.3
R13342,Desa Cisuru,Balai Desa Dondong,64.472,99.1
R13343,Desa Cisuru,Balai Desa Ciwuni,66.573,102.2
R13344,Desa Cisuru,Balai Desa Karangjengkol,67.733,104.8
R13345,Desa Cisuru,Balai Desa Keleng,77.551,104.7
R13346,Desa Cisuru,Balai Desa Pesanggrahan,77.093,104.0
R13347,Desa Cisuru,Balai Desa Bulupayung,81.385,109.8
R13348,Desa Cisuru,Balai Desa Gombolharjo,71.807,112.0
R13349,Desa Cisuru,Balai Desa Wlahar,76.459,118.5
R13350,Desa Cisuru,Balai Desa Karanganyar,77.871,120.3
R13351,Desa Cisuru,Balai Desa Pedasong,82.964,125.7
R13352,Desa Cisuru,Balai Desa Glempangpasir,81.495,123.0
R13353,Desa Cisuru,Balai Desa Welahan Wetan,85.851,127.2
R13354,Desa Cisuru,Balai Desa Adireja Wetan,77.699,118.1
R13355,Desa Cisuru,Balai Desa Adireja Kulon,76.769,116.9
R13356,Desa Cisuru,Balai Desa Adipala,76.347,116.4
R13357,Desa Cisuru,Balai Desa Penggalang,74.774,114.5
R13358,Desa Cisuru,Balai Desa Karangsari,74.741,120.9
R13359,Desa Cisuru,Balai Desa Kalikudi,74.363,113.6
R13360,Desa Cisuru,Balai Desa Doplang,77.251,117.7
R13361,Desa Cisuru,Balai Desa Karangreja,72.983,112.0
R13362,Desa Cisuru,Balai Desa Klapagada,72.837,112.4
R13363,Desa Cisuru,Balai Desa Pengawaren,33.332,45.5
R13364,Desa Cisuru,Balai Desa Gunungtelu,40.824,56.3
R13365,Desa Cisuru,Balai Desa Sindangbarang,33.87,50.1
R13366,Desa Cisuru,Balai Desa Karangpucung,37.596,49.5
R13367,Desa Cisuru,Balai Desa Tayemtimur,39.156,52.5
R13368,Desa Cisuru,Balai Desa Tayem,36.651,48.3
R13369,Desa Cisuru,Balai Desa Ciporos,32.487,42.3
R13370,Desa Cisuru,Balai Desa Surusunda,37.929,59.4
R13371,Desa Cisuru,Balai Desa Bengbulang,39.192,57.8
R13372,Desa Cisuru,Balai Desa Sidamulya,56.298,117.2
R13373,Desa Cisuru,Balai Desa Ciruyung,44.159,72.7
R13374,Desa Cisuru,Balai Desa Pamulihan,42.662,76.3
R13375,Desa Cisuru,Balai Desa Babakan,36.864,58.8
R13376,Desa Cisuru,Balai Desa Serang,14.793,23.4
R13377,Desa Cisuru,Balai Desa Mulyadadi,9.986,15.0
R13378,Desa Cisuru,Balai Desa Cipari,11.051,17.0
R13379,Desa Cisuru,Balai Desa Segaralangu,13.869,27.1
R13380,Desa Cisuru,Balai Desa Karangreja,18.001,40.9
R13381,Desa Cisuru,Balai Desa Kutasari,18.047,43.1
R13382,Desa Cisuru,Balai Desa Pegadingan,11.301,23.2
R13383,Desa Cisuru,Balai Desa Cisuru,8.346,14.3
R13384,Desa Cisuru,Balai Desa Mekarsari,9.347,17.4
R13385,Desa Cisuru,Balai Desa Sidasari,16.994,40.0
R13386,Desa Cisuru,Balai Desa Caruy,19.292,47.0
R13387,Desa Cisuru,Balai Desa Tegalsari,17.349,25.9
R13388,Desa Cisuru,Balai Desa Margasari,17.027,29.4
R13389,Desa Cisuru,Balai Desa Tinggarjaya,16.202,23.9
R13390,Desa Cisuru,Balai Desa Gunungreja,19.572,30.2
R13391,Desa Cisuru,Balai Desa Sidareja,19.374,29.8
R13392,Desa Cisuru,Balai Desa Sidamulya,10.839,19.9
R13393,Desa Cisuru,Balai Desa Sudagaran,21.373,34.0
R13394,Desa Cisuru,Balai Desa Kunci,22.562,37.6
R13395,Desa Cisuru,Balai Desa Karanggedang,26.399,46.1
R13396,Desa Cisuru,Balai Desa Penyarang,22.937,50.1
R13397,Desa Cisuru,Balai Desa Sidanegara,28.384,64.2
R13398,Desa Cisuru,kelurahan Tambakreja,25.456,39.0
R13399,Desa Cisuru,Balai Desa Kaliwungu,73.792,115.2
R13400,Desa Cisuru,Balai Desa Bumireja,27.253,44.0
R13401,Desa Cisuru,Balai Desa Jatisari,23.659,43.4
R13402,Desa Cisuru,Balai Desa Ciklapa,23.615,44.8
R13403,Desa Cisuru,Balai Desa Bangunreja,22.426,38.3
R13404,Desa Cisuru,Balai Desa Kedungreja,22.295,36.3
R13405,Desa Cisuru,Balai Desa Tambaksari,20.7,51.4
R13406,Desa Cisuru,Balai Desa Rejamulya,19.818,31.8
R13407,Desa Cisuru,Balai Desa Bojongsari,11.945,30.7
R13408,Desa Cisuru,Balai Desa Rawaapu,39.733,55.7
R13409,Desa Cisuru,Balai Desa Sidamukti,35.45,51.1
R13410,Desa Cisuru,Balai Desa Purwodadi,34.793,51.1
R13411,Desa Cisuru,Balai Desa Cimrutu,40.84,68.3
R13412,Desa Cisuru,Balai Desa Patimuan,31.878,47.7
R13413,Desa Cisuru,Balai Desa Cinyawang,29.701,43.9
R13414,Desa Cisuru,Balai Desa Bulupayung,81.204,109.1
R13415,Desa Cisuru,Balai Desa Cisumur,30.105,50.3
R13416,Desa Cisuru,Balai Desa Sidaurip,32.957,55.9
R13417,Desa Cisuru,Balai Desa Gintungreja,35.152,63.2
R13418,Desa Cisuru,Balai Desa Layansari,31.066,53.6
R13419,Desa Cisuru,Balai Desa Gandrungmanis,28.29,43.7
R13420,Desa Cisuru,Balai Desa Bulusari,26.409,40.9
R13421,Desa Cisuru,Balai Desa Gandrungmangu,26.258,41.6
R13422,Desa Cisuru,Balai Desa Wringinharjo,22.699,35.5
R13423,Desa Cisuru,Balai Desa Karanganyar,26.197,39.8
R13424,Desa Cisuru,Balai Desa Muktisari,28.847,47.5
R13425,Desa Cisuru,Balai Desa Kertajaya,36.663,69.7
R13426,Desa Cisuru,Balai Desa Cinangsi,30.122,45.2
R13427,Desa Cisuru,Balai Desa Karanggintung,28.761,46.6
R13428,Desa Cisuru,Balai Desa Rungkang,31.05,53.2
R13429,Desa Cisuru,Balai Desa Bantarsari,30.641,48.1
R13430,Desa Cisuru,Balai Desa Rawajaya,33.704,54.9
R13431,Desa Cisuru,Balai Desa Binangun,91.977,135.5
R13432,Desa Cisuru,Balai Desa Bulaksari,32.801,55.3
R13433,Desa Cisuru,Balai Desa Kamulyan,29.391,48.9
R13434,Desa Cisuru,Balai Desa Cikedondong,35.487,66.2
R13435,Desa Cisuru,Balai Desa Kedungwadas,39.052,68.0
R13436,Desa Cisuru,Balai Desa Grugu,47.186,74.3
R13437,Desa Cisuru,Balai Desa Ujungmanik,47.785,74.9
R13438,Desa Cisuru,Balai Desa Kubangkangkung,44.415,66.1
R13439,Desa Cisuru,Balai Desa Bojong,42.083,63.3
R13440,Desa Cisuru,Balai Desa Cidadap,30.568,44.4
R13441,Desa Cisuru,Balai Desa Matenggeng,25.971,38.9
R13442,Desa Cisuru,Balai Desa Ciwalen,24.92,40.4
R13443,Desa Cisuru,Balai Desa Dayeuhluhur,29.263,45.4
R13444,Desa Cisuru,Balai Desa Hanum,33.515,57.3
R13445,Desa Cisuru,Balai Desa Datar,37.933,69.8
R13446,Desa Cisuru,Balai Desa Bingkeng,32.271,50.9
R13447,Desa Cisuru,Balai Desa Bolang,39.096,66.2
R13448,Desa Cisuru,Balai Desa Kutaagung,41.919,75.0
R13449,Desa Cisuru,Balai Desa Cijeruk,39.312,67.8
R13450,Desa Cisuru,Balai Desa Cilumping,42.771,78.2
R13451,Desa Cisuru,Balai Desa Sumpinghayu,41.496,76.2
R13452,Desa Cisuru,Balai Desa Purwasari,8.362,19.7
R13453,Desa Cisuru,Balai Desa Cilongkrang,3.899,6.7
R13454,Desa Cisuru,Balai Desa Tarisi,1.611,3.3
R13455,Desa Cisuru,Balai Desa Bantar,4.798,8.6
R13456,Desa Cisuru,Balai Desa Adimulya,8.525,13.5
R13457,Desa Cisuru,Balai Desa Wanareja,9.467,16.4
R13458,Desa Cisuru,Balai Desa Madura,13.424,19.0
R13459,Desa Cisuru,Balai Desa Madusari,15.884,32.1
R13460,Desa Cisuru,Balai Desa Majingklak,13.783,29.5
R13461,Desa Cisuru,Balai Desa Malabar,14.593,30.6
R13462,Desa Cisuru,Balai Desa Limbangan,14.458,26.8
R13463,Desa Cisuru,Balai Desa Cigantung,30.744,65.7
R13464,Desa Cisuru,Balai Desa Palugon,22.508,58.4
R13465,Desa Cisuru,Balai Desa Pahonjean,10.957,16.3
R13466,Desa Cisuru,Balai Desa Mulyadadi,17.065,28.6
R13467,Desa Cisuru,Balai Desa Mulyasari,19.221,33.4
R13468,Desa Cisuru,Balai Desa Padangsari,21.955,38.1
R13469,Desa Cisuru,Balai Desa Cilopadang,19.105,25.8
R13470,Desa Cisuru,Balai Desa Padangjaya,20.02,29.6
R13471,Desa Cisuru,Balai Desa Sindangsari,16.612,23.4
R13472,Desa Cisuru,Balai Desa Jenang,15.328,21.1
R13473,Desa Cisuru,Balai Desa Salebu,14.149,23.0
R13474,Desa Cisuru,Balai Desa Cibeunying,15.154,22.0
R13475,Desa Cisuru,Balai Desa Sepatnunggal,23.894,45.0
R13476,Desa Cisuru,Balai Desa Bener,21.426,37.8
R13477,Desa Cisuru,Balai Desa Boja,24.286,36.3
R13478,Desa Cisuru,Balai Desa Ujungbarang,28.192,45.0
R13479,Desa Cisuru,Balai Desa Pengadegan,30.139,53.7
R13480,Desa Cisuru,Balai Desa Sadabumi,28.265,58.2
R13481,Desa Cisuru,Balai Desa Sadahayu,28.914,60.1
R13482,Desa Cisuru,Balai Desa Karangreja,26.249,41.5
R13483,Desa Cisuru,Balai Desa Cimanggu,26.631,35.6
R13484,Desa Cisuru,Balai Desa Bantarpanjang,29.265,38.1
R13485,Desa Cisuru,Balai Desa Panimbang,30.631,39.7
R13486,Desa Cisuru,Balai Desa Mandala,34.998,53.2
R13487,Desa Cisuru,Balai Desa Bantarmangu,33.61,49.9
R13488,Desa Cisuru,Balai Desa Cilempuyang,25.707,33.8
R13489,Desa Cisuru,Balai Desa Rejodadi,22.031,33.1
R13490,Desa Cisuru,Balai Desa Negarajati,26.525,45.0
R13491,Desa Cisuru,Balai Desa Cisalak,30.626,56.8
R13492,Desa Cisuru,Balai Desa Cibalung,36.597,58.8
R13493,Desa Cisuru,Balai Desa Kutabima,36.626,74.8
R13494,Desa Cisuru,Balai Desa Pesahangan,26.651,46.5
R13495,Desa Cisuru,Balai Desa Cijati,24.604,40.6
R13496,Desa Cisuru,Balai Desa Tambaksari,20.726,51.6
R13497,Desa Cisuru,Balai Desa Bulupayung,31.035,50.2
R13498,Desa Cisuru,Balai Desa Bunton,77.515,120.5
R13499,Desa Cisuru,Balai Desa Karangbenda,79.49,120.9
R13500,Desa Cisuru,Balai Desa Adiraja,78.031,118.4
R13501,Desa Cisuru,Balai Desa Tritih Lor,58.442,89.6
R13502,Desa Cisuru,Balai Desa Brebeg,54.603,86.3
R13503,Desa Serang,BPBD Kabupaten Cilacap,59.533,100.0
R13504,Desa Serang,SMP N 1 Cilacap,60.998,103.1
R13505,Desa Serang,Politeknik Negeri Cilacap,56.601,97.4
R13506,Desa Serang,RSUD Cilacap,56.681,95.7
R13507,Desa Serang,Akbid Graha Mandiri,57.74,99.1
R13508,Desa Serang,Asrama Putri Stikes Al-Irsyad,56.056,96.0
R13509,Desa Serang,SD Al-Irsyad 01,58.522,97.2
R13510,Desa Serang,Rusunawa,58.6,98.7
R13511,Desa Serang,AMN Cilacap,55.216,95.1
R13512,Desa Serang,RSI Fatimah,53.869,93.4
R13513,Desa Serang,Badan Diklat Arsip dan Perpusd,58.047,98.6
R13514,Desa Serang,DPRD Kabupaten Cilacap,58.565,97.3
R13515,Desa Serang,SMP Pius Cilacap,59.249,102.0
R13516,Desa Serang,SMP Negeri 3 Cilacap,58.941,98.0
R13517,Desa Serang,SMP Purnama 1 Cilacap,57.356,98.3
R13518,Desa Serang,SMP Negeri 2 Cilacap,58.012,96.2
R13519,Desa Serang,Masjid Al-Jihad,52.894,89.5
R13520,Desa Serang,SMA Negeri 1 Cilacap,56.954,94.6
R13521,Desa Serang,RSU Santa Maria Cilacap,59.26,102.1
R13522,Desa Serang,Kantor Kelurahan Mertasinga,51.673,90.0
R13523,Desa Serang,Gedung Golkar,57.737,98.7
R13524,Desa Serang,SMA Sri Mukti Cilacap,56.034,96.2
R13525,Desa Serang,SMP Muhammadiyah 1,57.825,96.1
R13526,Desa Serang,SMP Muhammadiyah 2,51.446,87.1
R13527,Desa Serang,SMP PGRI 1 Cilacap,53.007,90.8
R13528,Desa Serang,SMP Purnama 2 Cilacap,58.049,96.2
R13529,Desa Serang,SMP Negeri 8 Cilacap,58.243,99.3
R13530,Desa Serang,SMK YPE Cilacap,57.719,99.0
R13531,Desa Serang,SMP Negeri 4 Cilacap,56.124,95.8
R13532,Desa Serang,SMP Negeri 6 Cilacap,55.854,95.3
R13533,Desa Serang,SD Negeri Tegalreja 01,57.051,94.4
R13534,Desa Serang,SMA Al-Irsyad Cilacap,58.603,97.4
R13535,Desa Serang,SD Negeri Tegalreja 02,55.936,94.0
R13536,Desa Serang,Masjid Agung Darussalam,58.811,98.0
R13537,Desa Serang,Hotel 3 Intan,59.768,100.0
R13538,Desa Serang,Hotel Mutiara,55.667,94.3
R13539,Desa Serang,PMI Cilacap,53.221,89.9
R13540,Desa Serang,SMA Yos Sudarso,58.993,101.6
R13541,Desa Serang,Rumah Sakit Aprilia,56.537,96.2
R13542,Desa Serang,Balai Desa Panulisan Barat,37.922,62.3
R13543,Desa Serang,Balai Desa Panulisan,36.712,58.7
R13544,Desa Serang,Balai Desa Panulisan Timur,36.079,55.8
R13545,Desa Serang,Balai Desa Karangrena,60.041,105.0
R13546,Desa Serang,Balai Desa Maos Kidul,60.008,100.9
R13547,Desa Serang,Balai Desa Maos Lor,61.57,103.2
R13548,Desa Serang,Balai Desa Kalijaran,62.85,107.0
R13549,Desa Serang,Balai Desa Mernek,63.907,109.2
R13550,Desa Serang,Balai Desa Penisihan,64.957,104.2
R13551,Desa Serang,Balai Desa Glempang,63.619,102.5
R13552,Desa Serang,Balai Desa Paketingan,63.337,105.3
R13553,Desa Serang,Balai Desa Ketanggung,65.368,106.1
R13554,Desa Serang,Balai Desa Nusajati,64.785,105.2
R13555,Desa Serang,Balai Desa Paberasan,66.092,109.4
R13556,Desa Serang,Balai Desa Karangjati,64.88,107.1
R13557,Desa Serang,Balai Desa Sidasari,62.527,102.4
R13558,Desa Serang,Balai Desa Karangasem,62.531,103.4
R13559,Desa Serang,Balai Desa Sampang,61.32,100.2
R13560,Desa Serang,Balai Desa Karangtengah,61.142,100.2
R13561,Desa Serang,Balai Desa Brani,59.528,98.0
R13562,Desa Serang,Balai Desa Sikampuh,66.47,110.3
R13563,Desa Serang,Balai Desa Karangturi,70.49,120.0
R13564,Desa Serang,Balai Desa Ayamalas,72.821,120.0
