RouteID,EvacPoint,Shelter,Distance_km,Time_min
R37361,Desa Adiraja,Balai Desa Bulupayung,62.214,104.2
R37362,Desa Adiraja,Balai Desa Bunton,3.288,8.6
R37363,Desa Adiraja,Balai Desa Karangbenda,2.25,4.3
R37364,Desa Adiraja,Balai Desa Adiraja,0.792,1.9
R37365,Desa Adiraja,Balai Desa Tritih Lor,19.165,29.8
R37366,Desa Adiraja,Balai Desa Brebeg,23.427,40.4
R37367,Desa Karang Sari,BPBD Kabupaten Cilacap,22.34,41.6
R37368,Desa Karang Sari,SMP N 1 Cilacap,23.18,43.4
R37369,Desa Karang Sari,Politeknik Negeri Cilacap,19.444,36.4
R37370,Desa Karang Sari,RSUD Cilacap,19.525,34.7
R37371,Desa Karang Sari,Akbid Graha Mandiri,20.584,38.1
R37372,Desa Karang Sari,Asrama Putri Stikes Al-Irsyad,18.9,35.0
R37373,Desa Karang Sari,SD Al-Irsyad 01,21.562,39.4
R37374,Desa Karang Sari,Rusunawa,21.489,37.2
R37375,Desa Karang Sari,AMN Cilacap,18.291,34.2
R37376,Desa Karang Sari,RSI Fatimah,17.528,33.3
R37377,Desa Karang Sari,Badan Diklat Arsip dan Perpusd,20.891,37.6
R37378,Desa Karang Sari,DPRD Kabupaten Cilacap,21.52,39.2
R37379,Desa Karang Sari,SMP Pius Cilacap,22.092,41.0
R37380,Desa Karang Sari,SMP Negeri 3 Cilacap,22.075,40.4
R37381,Desa Karang Sari,SMP Purnama 1 Cilacap,20.2,37.3
R37382,Desa Karang Sari,SMP Negeri 2 Cilacap,21.139,39.0
R37383,Desa Karang Sari,Masjid Al-Jihad,14.37,27.1
R37384,Desa Karang Sari,SMA Negeri 1 Cilacap,21.734,38.2
R37385,Desa Karang Sari,RSU Santa Maria Cilacap,22.103,41.0
R37386,Desa Karang Sari,Kantor Kelurahan Mertasinga,13.202,25.2
R37387,Desa Karang Sari,Gedung Golkar,20.581,37.7
R37388,Desa Karang Sari,SMA Sri Mukti Cilacap,18.878,35.2
R37389,Desa Karang Sari,SMP Muhammadiyah 1,20.69,37.7
R37390,Desa Karang Sari,SMP Muhammadiyah 2,15.874,29.4
R37391,Desa Karang Sari,SMP PGRI 1 Cilacap,14.785,28.1
R37392,Desa Karang Sari,SMP Purnama 2 Cilacap,21.177,39.1
R37393,Desa Karang Sari,SMP Negeri 8 Cilacap,21.086,38.3
R37394,Desa Karang Sari,SMK YPE Cilacap,20.563,38.0
R37395,Desa Karang Sari,SMP Negeri 4 Cilacap,18.968,34.8
R37396,Desa Karang Sari,SMP Negeri 6 Cilacap,20.088,36.5
R37397,Desa Karang Sari,SD Negeri Tegalreja 01,21.832,38.1
R37398,Desa Karang Sari,SMA Al-Irsyad Cilacap,21.737,39.8
R37399,Desa Karang Sari,SD Negeri Tegalreja 02,20.499,38.4
R37400,Desa Karang Sari,Masjid Agung Darussalam,21.367,39.3
R37401,Desa Karang Sari,Hotel 3 Intan,22.902,42.5
R37402,Desa Karang Sari,Hotel Mutiara,18.511,33.3
R37403,Desa Karang Sari,PMI Cilacap,14.697,27.5
R37404,Desa Karang Sari,SMA Yos Sudarso,21.837,40.5
R37405,Desa Karang Sari,Rumah Sakit Aprilia,19.38,35.2
R37406,Desa Karang Sari,Balai Desa Panulisan Barat,97.269,136.3
R37407,Desa Karang Sari,Balai Desa Panulisan,96.059,132.7
R37408,Desa Karang Sari,Balai Desa Panulisan Timur,95.426,129.8
R37409,Desa Karang Sari,Balai Desa Karangrena,5.895,15.6
R37410,Desa Karang Sari,Balai Desa Maos Kidul,4.072,9.4
R37411,Desa Karang Sari,Balai Desa Maos Lor,5.633,11.6
R37412,Desa Karang Sari,Balai Desa Kalijaran,6.914,15.4
R37413,Desa Karang Sari,Balai Desa Mernek,7.971,17.7
R37414,Desa Karang Sari,Balai Desa Penisihan,7.037,13.1
R37415,Desa Karang Sari,Balai Desa Glempang,8.375,14.8
R37416,Desa Karang Sari,Balai Desa Paketingan,12.132,22.5
R37417,Desa Karang Sari,Balai Desa Ketanggung,10.191,18.2
R37418,Desa Karang Sari,Balai Desa Nusajati,10.774,19.1
R37419,Desa Karang Sari,Balai Desa Paberasan,15.247,27.6
R37420,Desa Karang Sari,Balai Desa Karangjati,14.917,26.4
R37421,Desa Karang Sari,Balai Desa Sidasari,13.033,22.2
R37422,Desa Karang Sari,Balai Desa Karangasem,14.012,24.4
R37423,Desa Karang Sari,Balai Desa Sampang,12.801,21.1
R37424,Desa Karang Sari,Balai Desa Karangtengah,11.204,18.5
R37425,Desa Karang Sari,Balai Desa Brani,11.26,19.2
R37426,Desa Karang Sari,Balai Desa Sikampuh,7.598,14.8
R37427,Desa Karang Sari,Balai Desa Karangturi,11.619,24.4
R37428,Desa Karang Sari,Balai Desa Ayamalas,13.949,24.1
R37429,Desa Karang Sari,Balai Desa Karangmangu,13.375,24.5
R37430,Desa Karang Sari,Balai Desa Pucung Kidul,15.066,25.5
R37431,Desa Karang Sari,Balai Desa Mergawati,17.472,30.2
R37432,Desa Karang Sari,Balai Desa Pucung Lor,9.579,18.6
R37433,Desa Karang Sari,Balai Desa Bajing,13.385,24.3
R37434,Desa Karang Sari,Balai Desa Kroya,12.1,20.7
